Statement,Label,cleaned_text
"In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.",True,nearli decad half congress tammi baldwin sponsor bill three enact law
Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants.,False,former presid georg w bush former vice presid dick cheney unabl visit europ due outstand warrant
Michelle Nunn ranks agriculture issues as the 18th most important items facing Georgia.,False,michel nunn rank agricultur issu th import item face georgia
"The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.",True,market make decis market driven cost coal compani go bankrupt
"Alison Alter has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.",True,alison alter exploit campaign financ loophol obtain public dollar fund campaign
"In the 100 days since its passage, the economic stimulus has ""saved or created nearly 150,000 jobs.""",False,day sinc passag econom stimulu save creat nearli job
Says Texas retained the right to have a navy when it joined the United States.,False,say texa retain right navi join unit state
Says Thom Tillis has cut $500 million from public education.,True,say thom tilli cut million public educ
"Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.",False,say ted cruz said may age differ josh duggar transgress far less affront god gay
"The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.",False,wic program incred cost effect program serv nearli million american year cost less per person district percent resid suffer food insecur depend wic make end meet
Puerto Ricos $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.,True,puerto rico billion debt unsustain unpay reason unsustain everyth greed wall street vultur fund
"During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.",True,last elect democrat million vote republican way district design republican got member hous repres democrat
Says Barack Obama counted on Sandy Adams to approve stimulus spending.,False,say barack obama count sandi adam approv stimulu spend
"Says Rep. Betty Sutton supports allowing welfare fund withdrawals from strip clubs, casinos and liquor stores.",False,say rep betti sutton support allow welfar fund withdraw strip club casino liquor store
"Says the United States has the highest incarceration rate in the world with 2.3 million inmates, and the majority of Americans are imprisoned because they sold small amounts of drugs.",True,say unit state highest incarcer rate world million inmat major american imprison sold small amount drug
